coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62,coord_63,coord_64,coord_65,coord_66,coord_67,coord_68,coord_69,coord_70,coord_71,coord_72,coord_73,coord_74,coord_75,coord_76,coord_77,coord_78,coord_79,coord_80,coord_81,coord_82,coord_83,coord_84,coord_85,coord_86,coord_87,coord_88,coord_89,coord_90,coord_91,coord_92,coord_93,coord_94,coord_95,coord_96,coord_97,coord_98,coord_99,coord_100,coord_101,coord_102,coord_103,coord_104,coord_105,coord_106,coord_107,coord_108,coord_109,coord_110,coord_111,coord_112,coord_113,coord_114,coord_115,coord_116,coord_117,coord_118,coord_119,coord_120,coord_121,coord_122,coord_123,coord_124,coord_125,target
0.0,0.0,0.0,0.02392798662185669,-0.05065125226974487,-0.024826816160270937,0.031006932258605957,-0.1117173433303833,-0.03177382505316473,0.030372142791748047,-0.16319429874420166,-0.03251699811596609,0.01373976469039917,-0.18248772621154785,-0.02898291579265333,-0.04563713073730469,-0.12872660160064697,-0.018439399886915453,-0.010179460048675537,-0.18450403213500977,-0.02394722482938505,0.008001267910003662,-0.15550172328948975,-0.029036695946047075,0.0014764666557312012,-0.13208407163619995,-0.03263618132848478,-0.05908873677253723,-0.11632436513900757,-0.00606647866595722,-0.018910646438598633,-0.16918933391571045,-0.010892805520484217,-0.001667618751525879,-0.14725565910339355,-0.014707621995398767,-0.008080005645751953,-0.1268712878227234,-0.01802405237037874,-0.05992239713668823,-0.10342425107955933,0.004893669981470339,-0.023926377296447754,-0.15544772148132324,-0.0005904026264715867,-0.00939333438873291,-0.1379033327102661,-0.0012568326136488395,-0.016000688076019287,-0.11845600605010986,-0.0017541180067155437,-0.055686771869659424,-0.09338420629501343,0.014318223234226934,-0.027691185474395752,-0.14007288217544556,0.010244500014891855,-0.017520427703857422,-0.12409847974777222,0.011050982523670427,-0.022989332675933838,-0.10392659902572632,0.012072354678025476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.02407616376876831,-0.05190557241439819,-0.025495880316590558,0.031201839447021484,-0.11307322978973389,-0.03263720035145212,0.0296209454536438,-0.16440391540527344,-0.03333653792331148,0.012404918670654297,-0.18315744400024414,-0.02962841189989973,-0.0462891161441803,-0.12698423862457275,-0.019639910231923352,-0.010760366916656494,-0.18398970365524292,-0.025770525481199513,0.007623136043548584,-0.15418171882629395,-0.03106499000976015,0.001443028450012207,-0.13014453649520874,-0.03465115561673571,-0.06031906604766846,-0.11520272493362427,-0.006946549318378459,-0.01982557773590088,-0.168140709400177,-0.012273293953036557,-0.0025379061698913574,-0.1454676389694214,-0.016185621764158498,-0.008785724639892578,-0.12493926286697388,-0.019454286466931592,-0.06150847673416138,-0.10324692726135254,0.004292753957564344,-0.025281667709350586,-0.15494924783706665,-0.001506979843249212,-0.010686278343200684,-0.13661998510360718,-0.0021888241503589256,-0.01713085174560547,-0.11688917875289917,-0.0025592069473319157,-0.057494550943374634,-0.09444987773895264,0.013960828971470107,-0.029697537422180176,-0.1411234736442566,0.009900759872401466,-0.019451916217803955,-0.12464666366577148,0.010786900263632049,-0.024638831615447998,-0.10399317741394043,0.011962292682731857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.024577975273132324,-0.05082672834396362,-0.02452258975858257,0.03163456916809082,-0.11247998476028442,-0.03121269145662353,0.029664933681488037,-0.16329807043075562,-0.0315942431395726,0.012551546096801758,-0.18310320377349854,-0.02763293148631618,-0.04564395546913147,-0.12807631492614746,-0.018992835894771076,-0.010471522808074951,-0.1849399209022522,-0.02460963861698673,0.008285582065582275,-0.1553255319595337,-0.02948392020220325,0.0029439926147460938,-0.1310299038887024,-0.03278047615344093,-0.06038340926170349,-0.11643868684768677,-0.006577037048138834,-0.019362032413482666,-0.16827982664108276,-0.011095050030000664,-0.0018129944801330566,-0.14523082971572876,-0.014699858852274872,-0.007661759853363037,-0.12441647052764893,-0.017943438381500698,-0.06189095973968506,-0.10453909635543823,0.004512147273324274,-0.025196373462677002,-0.15576744079589844,-0.0007207177175061474,-0.01046299934387207,-0.13686060905456543,-0.0012651666827352415,-0.016447782516479492,-0.11649554967880249,-0.0016939903205113183,-0.05800524353981018,-0.09565633535385132,0.014124594389848255,-0.030128777027130127,-0.14274382591247559,0.01032482808773949,-0.01963937282562256,-0.1259610652923584,0.011326032451741241,-0.02443140745162964,-0.10484558343887329,0.012570652871779942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.023946940898895264,-0.05036938190460205,-0.02510663822925352,0.030460119247436523,-0.1117546558380127,-0.032028350538375605,0.028763890266418457,-0.16318368911743164,-0.03265207589304708,0.011267602443695068,-0.18495821952819824,-0.028958988866570223,-0.04634562134742737,-0.12774163484573364,-0.018357255986693133,-0.012201189994812012,-0.18528681993484497,-0.02361987300849222,0.006533324718475342,-0.1563587784767151,-0.028584491020801295,0.0012081265449523926,-0.13199913501739502,-0.03200709775722288,-0.060431063175201416,-0.11560606956481934,-0.005638447149458159,-0.02126413583755493,-0.1686217188835144,-0.009787742539110411,-0.003851771354675293,-0.1470755934715271,-0.013687772235634554,-0.009458184242248535,-0.12632477283477783,-0.017235217175247897,-0.06148427724838257,-0.10286062955856323,0.0056486935105297675,-0.026741862297058105,-0.1553736925125122,0.0005975582503836563,-0.01168757677078247,-0.13817495107650757,-0.0003412754116922656,-0.0174638032913208,-0.1183387041091919,-0.001142357151756812,-0.05738946795463562,-0.09317910671234131,0.015415244245168935,-0.03045123815536499,-0.14066237211227417,0.01160943459087349,-0.019900858402252197,-0.12494492530822754,0.012394444526371728,-0.024858951568603516,-0.10418206453323364,0.013376362131175767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.023616492748260498,-0.049456894397735596,-0.02596558631177004,0.029894113540649414,-0.11169838905334473,-0.03366933950002249,0.02865588665008545,-0.164264976978302,-0.03502946906502302,0.011227071285247803,-0.18625777959823608,-0.03209939786012228,-0.04763635993003845,-0.12759149074554443,-0.019459728158665257,-0.012065649032592773,-0.18469738960266113,-0.024848561741066533,0.006776094436645508,-0.15645533800125122,-0.029650552205396252,0.0015263557434082031,-0.13240671157836914,-0.033016027889800625,-0.06176108121871948,-0.11577755212783813,-0.006669122732830601,-0.02120375633239746,-0.16906678676605225,-0.011416305794966775,-0.0033983588218688965,-0.1474771499633789,-0.015106697573912697,-0.008795022964477539,-0.12618672847747803,-0.018347486860704976,-0.06276524066925049,-0.10308265686035156,0.004651343908506078,-0.02669382095336914,-0.1564599871635437,-0.0009701860324753397,-0.011451959609985352,-0.1391097903251648,-0.0014937658632447892,-0.017048180103302002,-0.11881911754608154,-0.0018548272853990966,-0.05842846632003784,-0.09341198205947876,0.014378820538865966,-0.030399322509765625,-0.14224231243133545,0.010162402868616027,-0.01949363946914673,-0.12634003162384033,0.01120252534036581,-0.024203717708587646,-0.10543704032897949,0.01246947701309864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.02312612533569336,-0.04835867881774902,-0.02810341839344943,0.029750049114227295,-0.1109113097190857,-0.03606317539365733,0.028263747692108154,-0.16398441791534424,-0.036643001927451735,0.010152161121368408,-0.18465155363082886,-0.032906152053193694,-0.047738850116729736,-0.12932628393173218,-0.022987913085536604,-0.011542677879333496,-0.18509244918823242,-0.028322485952095633,0.00703507661819458,-0.1551247239112854,-0.033474988980607634,0.0010235905647277832,-0.13129162788391113,-0.037269700063781386,-0.06129494309425354,-0.11715972423553467,-0.008447680367545729,-0.020290911197662354,-0.16840076446533203,-0.012494215486960059,-0.0026780366897583008,-0.14543747901916504,-0.016186531378345137,-0.008275032043457031,-0.12447458505630493,-0.019870297728495245,-0.06200113892555237,-0.10424447059631348,0.004689107903821821,-0.025338411331176758,-0.15614455938339233,-0.0004692636501673064,-0.010600566864013672,-0.13757991790771484,-0.0016425405409350446,-0.01670318841934204,-0.11720013618469238,-0.002823739057795649,-0.05760669708251953,-0.09448963403701782,0.016171004877968187,-0.029166042804718018,-0.14154815673828125,0.011762609960122461,-0.01846146583557129,-0.12445813417434692,0.011975792491419668,-0.023505210876464844,-0.10351210832595825,0.01251238703130042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.023699700832366943,-0.048475682735443115,-0.027931107973394376,0.03141969442367554,-0.1093931794166565,-0.03606113309198378,0.030272364616394043,-0.16230010986328125,-0.037099147980747205,0.012346267700195312,-0.18262773752212524,-0.033726448958454114,-0.045608848333358765,-0.1273617148399353,-0.021964044144091588,-0.009978234767913818,-0.18373852968215942,-0.027686319147882443,0.00811302661895752,-0.1536351442337036,-0.03269538173609732,0.002348005771636963,-0.12943178415298462,-0.035982250069913846,-0.059605181217193604,-0.11612290143966675,-0.007621334699628335,-0.018807411193847656,-0.16752249002456665,-0.012091487480041962,-0.0019576549530029297,-0.14452636241912842,-0.01583645010524748,-0.007753193378448486,-0.12394046783447266,-0.019158015792903882,-0.060817986726760864,-0.10414290428161621,0.005205516869487781,-0.02437293529510498,-0.15467554330825806,-8.476370034316005e-06,-0.010157942771911621,-0.13604968786239624,-0.0011340927534675416,-0.016390860080718994,-0.11639189720153809,-0.0019579039157306966,-0.05733421444892883,-0.09524095058441162,0.01634259072906019,-0.029621899127960205,-0.14111292362213135,0.012632901015045661,-0.01942753791809082,-0.12428158521652222,0.01326242571538927,-0.024343013763427734,-0.10383135080337524,0.014192794615688342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.02424776554107666,-0.04941791296005249,-0.025079523684546245,0.03195929527282715,-0.11051243543624878,-0.03205237119095017,0.030750513076782227,-0.1628868579864502,-0.03261652915374924,0.012877106666564941,-0.18205183744430542,-0.0287611200530975,-0.04370728135108948,-0.12650460004806519,-0.01891649095909287,-0.009102106094360352,-0.18294107913970947,-0.024586719932123913,0.008727669715881348,-0.15257376432418823,-0.029464507015511288,0.0027007460594177246,-0.12850147485733032,-0.03264171956674744,-0.058352142572402954,-0.11604475975036621,-0.00611555157797028,-0.018686890602111816,-0.1683286428451538,-0.010657188953921093,-0.002189457416534424,-0.14500916004180908,-0.014163333462640537,-0.008409202098846436,-0.12466436624526978,-0.017131197737619175,-0.0604555606842041,-0.10462689399719238,0.005268961651161419,-0.02469170093536377,-0.15478157997131348,0.0006785070234016644,-0.010688066482543945,-0.13604503870010376,0.00030072096866007314,-0.017346858978271484,-0.11668384075164795,-5.415091640514902e-05,-0.057470113039016724,-0.09589731693267822,0.015062383836045967,-0.029797077178955078,-0.14127087593078613,0.01228636828614782,-0.019830286502838135,-0.12443995475769043,0.013593030622139679,-0.025170207023620605,-0.10432076454162598,0.01490919710500549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.02390998601913452,-0.05061584711074829,-0.02636958485715013,0.031264424324035645,-0.11161959171295166,-0.03374671763054948,0.02957254648208618,-0.16352462768554688,-0.03441694578401666,0.011716246604919434,-0.18283003568649292,-0.030532915278001838,-0.04507055878639221,-0.1260783076286316,-0.02038179537527185,-0.009930133819580078,-0.18195819854736328,-0.02644595517091375,0.008180975914001465,-0.1515333652496338,-0.031171096621676497,0.0024306178092956543,-0.12795919179916382,-0.034165991603060775,-0.05948030948638916,-0.11520189046859741,-0.007085362582131438,-0.01933741569519043,-0.16755717992782593,-0.012747333517893367,-0.002588629722595215,-0.14367234706878662,-0.016388431324287467,-0.008787393569946289,-0.12300390005111694,-0.01911129629485231,-0.061424195766448975,-0.10372155904769897,0.0047221703989066555,-0.025098741054534912,-0.15483498573303223,-0.0010699068826056646,-0.011010229587554932,-0.13528060913085938,-0.0014851160977400468,-0.017470836639404297,-0.11532223224639893,-0.0014596993733562158,-0.05839341878890991,-0.09507417678833008,0.014879775100723691,-0.0304909348487854,-0.1404474377632141,0.011128706724718995,-0.020443081855773926,-0.12338972091674805,0.012209281192497201,-0.025520384311676025,-0.10298037528991699,0.013643324242309518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,0.02398926019668579,-0.050105273723602295,-0.025256409730076257,0.03089320659637451,-0.11179620027542114,-0.0320599129900927,0.029357850551605225,-0.16379863023757935,-0.0323299667344088,0.011487483978271484,-0.18282949924468994,-0.028273906047701303,-0.04654476046562195,-0.1275065541267395,-0.018903890113591615,-0.010576009750366211,-0.1835758090019226,-0.02399571188843197,0.007503211498260498,-0.1538858413696289,-0.028813363473176423,0.0015760064125061035,-0.13033521175384521,-0.03220341489767975,-0.06075701117515564,-0.11439383029937744,-0.005905833049922649,-0.020456254482269287,-0.16709792613983154,-0.01003383328324503,-0.0035837888717651367,-0.1442973017692566,-0.013602147299110356,-0.009406745433807373,-0.1235116720199585,-0.01678648912465519,-0.06219211220741272,-0.10087502002716064,0.00572628532418662,-0.02659815549850464,-0.1527518630027771,0.0010721239249562586,-0.012097656726837158,-0.13461428880691528,0.00037708580376261125,-0.018130719661712646,-0.11475491523742676,-0.0002122457500206565,-0.058466047048568726,-0.09081357717514038,0.015825130556464728,-0.030885636806488037,-0.13770228624343872,0.012508298781455096,-0.020657718181610107,-0.12190061807632446,0.013362098064959582,-0.025629639625549316,-0.10173827409744263,0.014395263557076987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
